mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tempo,energy,centroid,mood
-171.8102,120.280624,15.327537,21.09045,-5.4192963,24.189465,-24.138222,18.551981,-22.348904,1.3031775,-20.763931,-4.9888525,-17.118925,-7.8865337,-15.308929,-9.351313,-8.913866,-8.52509,-14.333635,-19.933723,129.19921875,0.17330875992774963,1507.1047288496127,Sad
-200.19609,116.34013,18.00621,25.31356,0.29173443,24.192478,-22.255909,11.186425,-26.848732,-7.6384597,-24.889929,-12.015525,-17.017956,-8.120277,-11.956443,-12.609148,-14.181589,-8.206693,-15.028046,-10.327059,151.99908088235293,0.1977485865354538,1247.4080160193946,Sad
-328.68088,102.71113,19.895552,26.732681,7.151481,22.704802,-6.9743266,12.781994,-10.7257805,-0.43366086,-12.373165,-8.907054,-9.2401085,-9.106373,-9.001113,-7.6363454,-7.1891537,-9.366816,-4.469685,-3.6831248,123.046875,0.06912996619939804,1188.1011591132929,Sad
-192.69382,111.18816,21.37331,26.392143,-0.6483754,23.48088,-25.470797,16.924429,-16.979984,5.79015,-25.725246,-5.045352,-17.632244,-7.9208665,-15.150279,-12.345927,-17.235107,-7.7819333,-13.042012,-17.948872,86.1328125,0.16808560490608215,1513.5200525685516,Sad
-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815575,-17.084373,-8.345809,-17.013063,-10.57562,-15.689096,-12.605565,-12.253903,-14.553243,-10.10251,-5.7855344,-7.775144,-7.1861954,117.45383522727273,0.0858374685049057,1151.378029921571,Sad
-110.284325,90.705605,-2.528311,74.052734,-11.74677,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032605,4.243276,-16.482641,6.545287,-5.6936355,-3.6378522,-4.857603,1.8532673,172.265625,0.13483501970767975,2272.5176192636222,Sad
-107.18975,88.47057,-4.1777873,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239794,12.076225,-4.583088,3.789716,-16.9937,11.624961,-7.362245,-3.6578155,-7.1791234,1.9747294,129.19921875,0.12912002205848694,2390.7715766040606,Sad
-159.56772,69.78482,-4.3918796,76.85114,3.9159086,45.167534,-4.867353,32.200516,-9.796341,7.8125114,-21.826967,9.68244,-2.5915892,3.3045382,-14.970442,10.23226,-4.08953,-5.8507586,-2.4700005,6.6611314,89.10290948275862,0.1109512597322464,2302.0756478879343,Sad
-109.195,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,4.917566,-15.442783,1.5376118,-6.739273,1.4151818,-3.9658144,3.2878773,129.19921875,0.12724722921848297,2155.6312958781195,Sad
-109.53234,86.9265,-8.6249895,64.4895,-6.3060346,43.64582,-8.293103,28.54643,-14.08159,8.136635,-21.490427,11.0866165,-5.094468,3.9787722,-12.864778,12.342427,0.020585489,-0.7392383,-5.1304507,3.3071313,135.99917763157896,0.13617800176143646,2279.265543032408,Sad
-163.24313,89.78489,12.977459,80.69249,3.6667745,39.74513,-5.4003787,26.49867,-13.163736,2.7070131,-20.552906,6.0071898,-2.908132,-0.43483505,-17.545372,4.154168,-5.9900985,-7.8620358,-8.565295,1.8571713,129.19921875,0.14830446243286133,1739.0461604116053,Sad
-182.66501,90.68653,14.118146,67.55459,2.6876104,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.1492887,0.19378844,-14.486603,6.864802,-4.4448314,-2.9868777,-4.8211694,5.399324,123.046875,0.10253710299730301,1912.443629773089,Sad
-149.97588,93.640755,6.3362436,71.51115,-8.113177,36.21202,-9.784973,17.641598,-21.119003,-0.12590306,-22.200989,5.435663,-7.4677796,-4.3329644,-12.409764,9.624794,-5.02424,-3.7063131,2.3359406,4.1622434,151.99908088235293,0.11219596117734909,2013.3644495068743,Sad
-106.34815,102.64147,-20.172258,59.37521,-9.9672785,33.70612,-14.182175,23.516733,-13.329085,16.026072,-18.923178,7.8317666,-7.8003836,4.0504375,-11.348732,2.0717623,-5.7422748,0.46529803,-1.9167938,-3.1317527,123.046875,0.12392562627792358,2148.749819335174,Sad
-255.97383,110.82752,21.460571,67.588135,4.2883115,43.11846,-4.508348,10.442597,-8.718592,1.6548898,-20.587791,-2.4306738,-7.144061,-11.172763,-12.612459,2.7417226,-8.942421,-7.946157,-2.3538342,-0.71479535,123.046875,0.0885634496808052,1318.6237037811225,Sad
-83.00168,107.06744,-25.32368,57.122074,0.08129864,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542857,-9.772626,2.560521,-6.2987494,3.0084887,-8.717001,-0.32524627,-2.9847343,0.714617,135.99917763157896,0.18233932554721832,1945.6207939267476,Sad
-55.59663,114.9512,-37.06935,64.90438,-7.164943,15.254703,-16.23533,18.643576,-9.752286,21.46539,-5.6520977,12.78424,-16.537031,3.797079,-7.8952427,8.47764,-4.0678988,3.2060173,-5.1801424,-1.2800465,99.38401442307692,0.19665054976940155,1977.1089040094187,Sad
-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883124,-2.382837,11.688009,1.5453439,3.0493674,-7.628483,-8.961092,-4.3512707,-0.0652848,-2.5532408,-3.436927,-3.8674521,1.3170226,151.99908088235293,0.09887826442718506,1443.2688618053005,Sad
-76.75777,105.77048,-43.208836,60.950108,-8.791271,21.246782,-12.877674,18.621216,-11.3991165,14.5500555,-6.057421,12.74034,-9.374366,1.3606244,-3.6204464,7.0045776,-4.063001,-0.26885942,-3.7049413,-0.4966115,103.359375,0.16826628148555756,2171.1586190945404,Sad
-58.0011,109.01412,-36.218388,64.04036,1.4301567,26.315119,-17.482681,20.431017,-9.543072,18.177134,-6.057144,13.878274,-11.2975645,4.668999,-6.410602,3.2177243,-8.079231,-1.7114849,-5.424766,-2.5814133,89.10290948275862,0.20081737637519836,2030.3725287964605,Sad
-98.69757,104.80118,-35.10867,60.695045,-2.8393273,22.231003,-7.8374567,19.03072,-11.578803,17.021759,-5.3873515,12.199111,-9.960819,0.35878798,-4.2613454,6.1379223,-4.8302402,1.4995236,-1.4942471,3.505638,135.99917763157896,0.1577526181936264,2032.1200141615245,Sad
-145.42917,102.859566,-12.542131,56.96205,2.2472625,26.607046,-4.2670345,17.337631,-7.9970355,15.232127,-6.937478,7.4603844,-10.468326,-2.3522398,-6.7850842,2.668579,-4.7798715,-0.9447567,0.03094277,-2.0021634,161.4990234375,0.13766218721866608,1810.9603368829592,Sad
-92.76854,115.340775,-35.060043,57.853596,1.8453195,26.61206,-14.544862,22.132044,-8.207086,11.007707,-5.644094,7.2728615,-10.202147,1.3271272,-4.106722,0.97495955,-6.550567,-0.6835875,-2.1250021,-1.5218053,92.28515625,0.17587894201278687,1886.705706255258,Sad
-95.45586,105.22937,-26.962673,60.836983,-4.847295,21.54521,-13.523774,12.135235,-20.232872,12.151344,-5.229753,10.264026,-9.45371,3.8617473,-10.19307,3.5859,-3.0982797,0.20068105,0.8410299,-3.420522,107.666015625,0.16195586323738098,2068.3276532886216,Sad
-86.25098,91.9421,-23.4035,68.2495,-3.8901281,22.742178,-9.895618,16.891766,-11.393833,18.429016,-7.011848,10.766728,-11.93729,1.0025737,-5.922303,5.314186,-6.139845,1.9491451,-5.0979905,-0.66548777,107.666015625,0.1699414849281311,2235.9219734301396,Sad
-67.805534,111.709366,-34.657303,61.34179,0.045181323,30.571093,-12.704327,21.166828,-13.13489,16.2878,-6.343271,12.295478,-12.483006,1.6834177,-5.147794,4.646902,-6.9180565,1.048274,-4.7390194,-0.6583496,151.99908088235293,0.19614176452159882,1946.5344115984576,Sad
-82.485886,94.17034,-27.139208,75.66252,-27.529984,35.589035,-20.298962,25.12132,-15.379855,11.346788,-13.402289,8.153384,-8.504351,8.285465,-10.359801,-3.460236,-5.226153,-2.5910985,-8.365252,-6.978115,129.19921875,0.14170721173286438,2503.952796432079,Sad
-144.99365,95.742805,-21.61032,49.62971,-29.898346,29.358599,-18.849941,17.890139,-9.674273,5.513567,-9.5545635,6.3690124,-21.091816,2.4598293,-9.537456,-1.4153433,-9.326942,5.140728,-8.113004,-2.449215,112.34714673913044,0.10619285702705383,2279.808618295741,Sad
-129.11397,72.11977,-7.765846,49.26091,-32.721977,21.608433,-27.374638,15.002842,-10.258775,12.437438,-17.034569,7.118173,-18.020405,2.9276602,-14.486264,4.0620627,-14.537421,7.2582917,-8.20802,-1.9981062,92.28515625,0.09628279507160187,2839.267572265232,Sad
-85.17353,88.81205,-16.331642,59.223236,-35.993603,14.391535,-22.306257,9.651896,-14.823916,11.181605,-14.808832,8.478195,-19.59089,6.4134293,-13.782541,6.1157637,-13.154796,3.934137,-7.6171,3.7527044,78.30255681818181,0.11736053973436356,2553.2225631938227,Sad
-118.37033,74.86732,-19.869467,46.947586,-32.569054,23.835136,-26.374111,17.692514,-13.826244,11.946739,-17.88878,7.555982,-22.900583,4.7644167,-12.797208,5.620266,-14.7387495,6.6824026,-9.169973,-2.2361934,107.666015625,0.10030478239059448,2816.7459196931127,Sad
-116.546364,97.444626,-13.895614,48.974857,-22.594566,27.76544,-20.240068,18.63935,-14.6516695,8.481434,-16.655897,11.001678,-13.869425,9.742047,-5.09433,2.6373725,-9.890765,6.1601152,-7.6891356,-4.8510084,161.4990234375,0.1104695200920105,2340.3362115325713,Sad
-95.46325,101.38038,-20.697004,48.66807,-30.27181,20.812761,-18.313585,14.14687,-12.79889,13.444282,-14.0782,7.732656,-19.232273,2.8622494,-9.816176,6.917916,-11.309343,8.943026,-2.960888,-0.9738648,161.4990234375,0.12903934717178345,2258.5305012842978,Sad
-113.19473,88.705864,-8.925187,49.48269,-34.573833,15.864125,-17.744791,14.710542,-11.202,15.367768,-15.07657,8.747663,-18.63179,5.4699717,-9.263917,8.01712,-9.552175,5.871999,-4.401514,3.614706,161.4990234375,0.10304808616638184,2513.747081320468,Sad
-121.42954,96.12303,-19.616804,48.020565,-38.80819,24.758064,-32.945824,8.104195,-17.81152,6.113286,-19.998335,6.7939243,-19.34066,-0.1092119,-12.248764,-4.9202304,-10.407991,-2.0489688,-1.7652129,-3.9528494,78.30255681818181,0.11654019355773926,2370.9632922676196,Sad
-133.0444,105.72737,-22.146265,41.81865,-26.996668,19.124523,-26.56932,19.24604,-15.334524,6.9896555,-10.818551,6.7937427,-11.729829,4.40094,-6.044507,1.9662837,-12.326304,3.2550435,-8.811428,-3.3753583,143.5546875,0.10612648725509644,2159.5483196611644,Sad
-89.391495,93.78779,-14.57109,54.391533,-33.51502,19.421158,-19.763674,13.022463,-13.869494,14.611718,-14.970264,10.589299,-18.023413,6.658279,-10.205867,6.529359,-10.848846,3.3216321,-6.1875305,2.9994206,73.828125,0.12049466371536255,2429.3359591758494,Sad
-118.68192,87.62362,6.558794,45.09805,-38.915707,20.813005,-26.863337,13.798009,-17.23861,5.1101575,-15.709853,3.981842,-27.549044,3.04777,-15.956566,10.867772,-12.65191,2.8237092,-13.335965,-4.3752894,103.359375,0.10387337952852249,2595.2893633321164,Sad
-30.129288,103.7448,-19.765732,56.411625,-12.72487,20.194227,-17.348097,16.309156,-18.444427,8.932052,-11.661623,11.210427,-8.851257,9.101229,-3.5740461,4.384886,-2.8308275,4.726117,0.4824234,1.4773945,99.38401442307692,0.2596552073955536,2094.775833910308,Sad
-56.03289,87.84067,-1.6012412,41.205364,-5.620271,27.784927,-24.002584,21.768122,-18.42899,12.328123,-13.717034,11.850821,-3.9822721,7.09853,-4.468587,5.122545,-6.652361,5.8714576,-3.6964025,-1.9647617,112.34714673913044,0.19690310955047607,2515.8691600222824,Sad
-86.33548,92.7005,-15.399187,54.05201,0.8667875,31.560293,-14.622711,23.325447,-14.978637,15.339354,-7.0493617,12.182225,-6.110912,7.021336,-5.8126974,7.440921,-6.0741916,3.3776991,-4.2786126,1.2500929,117.45383522727273,0.19203044474124908,2225.1768658281667,Sad
-52.701164,74.455414,-18.715458,56.307217,-3.9593265,31.98716,-16.45779,22.41769,-12.262029,27.228352,-9.233885,7.8071027,-10.567175,6.944951,-9.136492,13.022678,-9.85732,3.6924515,-4.954326,4.4225,117.45383522727273,0.2189701944589615,2645.5300364910313,Sad
-29.039146,104.53732,-30.978956,38.15443,-7.991592,30.89167,-20.596235,25.83078,-12.959671,16.941612,-12.263683,10.786708,-10.564546,6.8762565,-10.298928,6.96821,-10.256611,0.7044424,-6.006501,1.3486158,99.38401442307692,0.24310125410556793,2206.7704721917903,Sad
-2.5510163,101.25788,-33.92729,41.518402,-13.815158,31.920723,-21.8686,24.458948,-15.881364,15.794475,-14.372411,12.50744,-13.373969,6.1127505,-9.069671,5.033296,-11.333126,3.1684957,-4.5717015,-4.0338807,123.046875,0.25794896483421326,2333.716389709888,Sad
-3.5590715,92.92779,-25.118544,45.18721,-10.871894,31.86242,-18.057922,28.628012,-10.234054,14.673487,-14.906988,14.751648,-15.609781,9.549894,-14.798732,2.0748363,-13.824648,3.5714698,-5.971642,-1.6474384,78.30255681818181,0.2707482874393463,2443.2389164951205,Sad
-54.747242,119.48588,-34.86474,37.537148,-15.886235,22.081097,-14.668315,18.534313,-9.643758,11.258853,-11.732052,11.539119,-6.4307194,1.7856675,-5.876253,0.38029101,-9.063585,-2.0153258,-5.4169693,0.028836029,117.45383522727273,0.24234187602996826,1827.1513096464714,Sad
-26.955238,107.34024,-46.812206,40.932655,-21.469862,24.816854,-18.9477,15.260987,-15.0442505,12.270949,-15.239539,14.331287,-13.830045,7.565649,-6.1833706,0.33221087,-6.835121,0.97067875,-7.571379,2.9214709,103.359375,0.2481762170791626,2116.8942510812694,Sad
-29.400257,108.69148,-25.589895,38.440144,-18.353867,21.7857,-25.172714,22.406967,-17.606058,14.675623,-12.086358,5.462191,-7.70603,7.410018,-11.327915,7.2359223,-9.470523,1.9366981,-6.331344,-1.3017333,123.046875,0.251253217458725,2141.332015271235,Sad
-19.893549,98.89588,-24.47666,49.585854,-16.200876,30.19781,-18.029512,27.554832,-11.405636,14.877994,-8.908682,11.671263,-10.886021,9.310545,-5.8320613,9.2586565,-4.0494967,3.251027,-3.4661639,2.3792586,135.99917763157896,0.25118035078048706,2314.8192389666888,Sad
-38.994843,112.03825,-31.817707,38.240677,-6.320669,23.330563,-18.778877,23.932188,-10.934216,13.2348585,-14.38119,13.326929,-10.922001,9.794659,-5.0327086,7.2013955,-6.7550354,2.6630874,-4.382442,0.41451108,112.34714673913044,0.23509325087070465,2061.202741434345,Sad
-180.14874,131.41078,0.5733359,43.165672,14.135556,25.621374,-5.315874,12.034328,-13.538714,-1.0941217,-7.614392,2.7180743,0.774272,1.9981464,-6.0900593,3.488055,-8.33755,3.2056522,-0.93039954,-2.2530375,143.5546875,0.15017585456371307,1312.3500760815823,Sad
-212.8154,139.06923,9.454342,35.44627,12.709544,20.417665,-5.5739536,10.893662,-8.731713,8.055455,0.1637972,2.6417468,-1.0257348,-1.4032178,-4.7048326,1.1418109,-9.476274,-2.190912,-4.0981097,-3.3432798,123.046875,0.12492372840642929,1245.581771913736,Sad
-155.51651,125.655754,1.5753217,45.82987,0.9089945,25.39124,-10.813493,15.574149,-11.929207,1.2717781,-6.6615033,-0.7791248,-7.7492247,0.41930738,-7.0296316,4.0091085,-6.2660284,0.951334,2.0064611,-5.7357626,172.265625,0.15801171958446503,1441.9992540972155,Sad
-194.27951,151.85118,-1.1928879,39.1946,16.582485,18.252386,-1.399161,14.87771,-11.616781,2.4488766,-5.0791736,3.9416006,-0.9037844,0.63561094,-8.353415,-7.5132494,-8.047445,-5.4091463,-2.5346594,0.12955056,172.265625,0.14201056957244873,1006.8779768813247,Sad
-346.88687,139.24796,24.084862,22.264015,18.64784,11.657903,9.017679,6.977828,-2.023301,5.420398,1.6508169,-2.3530061,3.193639,0.7052995,-3.092132,-2.1101782,-2.2120807,-4.5766625,-4.726689,0.05927541,107.666015625,0.05277162417769432,798.5684450379811,Sad
-177.48735,115.33375,9.963014,54.05621,7.6156206,28.31573,-9.070212,20.05844,-15.0455475,6.222492,-5.688931,1.3798958,-5.8435063,5.0113225,-0.75529695,5.057277,-5.084398,-2.7971687,2.4293883,-5.3729057,143.5546875,0.13184188306331635,1613.4333911575961,Sad
-236.38347,161.695,-1.1533346,27.288706,9.581352,20.619047,0.23412775,13.796686,-0.5009199,10.18543,-4.454619,5.5080886,-3.7167218,-0.89152694,-4.904812,-2.8723423,-3.7585263,-3.3457856,-2.4161057,-3.7838302,63.02400914634146,0.09938009083271027,991.1502533354555,Sad
-332.30798,128.08076,28.825216,41.83606,31.234665,23.35822,5.7872233,8.996202,-3.8611279,3.739,-0.86905843,-0.43693066,1.4746557,-1.5670478,-0.8314689,2.168971,-3.891913,-4.1972795,-5.9321833,-3.447435,83.35433467741936,0.0630437433719635,918.3602069536548,Sad
