filename,mood
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00074.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00075.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00076.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00077.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00078.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00079.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00080.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00081.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00082.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00083.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00084.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00085.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00086.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00087.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00088.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00089.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00090.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00091.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00092.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00093.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00094.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00095.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00096.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00097.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00098.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\blues\blues.00099.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00000.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00001.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00002.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00003.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00004.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00005.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00006.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00007.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00008.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00009.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00010.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00011.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00012.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00013.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00014.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00015.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00016.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00017.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00018.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00019.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00020.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00021.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00022.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00023.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00024.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00025.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00026.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00027.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00028.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00029.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00030.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00031.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00032.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00033.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00034.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00035.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00036.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00037.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00038.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00039.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00040.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00041.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00042.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00043.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00044.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00045.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00046.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00047.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00048.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00049.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00050.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00051.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00052.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00053.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00054.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00055.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00056.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00057.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00058.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00059.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00060.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00061.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00062.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00063.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00064.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00065.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00066.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00067.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00068.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00069.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00070.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00071.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00072.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00073.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00074.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00075.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00076.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00077.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00078.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00079.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00080.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00081.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00082.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00083.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00084.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00085.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00086.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00087.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00088.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00089.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00090.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00091.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00092.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00093.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00094.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00095.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00096.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00097.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00098.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\classical\classical.00099.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00000.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00001.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00002.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00003.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00004.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00005.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00006.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00007.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00008.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00009.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00010.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00011.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00012.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00013.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00014.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00015.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00016.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00017.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00018.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00019.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00020.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00021.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00022.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00023.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00024.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00025.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00026.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00027.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00028.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00029.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00030.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00031.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00032.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00033.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00034.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00035.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00036.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00037.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00038.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00039.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00040.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00041.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00042.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00043.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00044.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00045.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00046.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00047.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00048.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00049.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00050.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00051.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00052.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00053.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00054.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00055.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00056.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00057.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00058.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00059.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00060.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00061.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00062.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00063.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00064.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00065.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00066.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00067.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00068.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00069.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00070.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00071.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00072.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00073.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00074.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00075.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00076.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00077.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00078.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00079.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00080.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00081.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00082.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00083.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00084.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00085.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00086.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00087.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00088.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00089.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00090.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00091.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00092.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00093.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00094.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00095.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00096.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00097.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00098.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\country\country.00099.wav,Sad
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00000.wav,Energetic
